_id,index,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken_(min)
6460e83dd043ebe8d64c704c,28,20.0,4.8,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,19
6460e83dd043ebe8d64c704d,29,35.0,5.0,Sunny,Low,2,scooter,1.0,No,Urban,11
6460e83dd043ebe8d64c704e,30,26.0,4.9,Stormy,Low,2,scooter,0.0,No,Metropolitian,11
6460e83dd043ebe8d64c704f,31,22.0,4.8,Fog,Low,1,motorcycle,1.0,No,Metropolitian,28
6460e83dd043ebe8d64c7050,32,35.0,4.3,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,33
6460e83dd043ebe8d64c7051,33,,,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,33
6460e83dd043ebe8d64c7052,34,37.0,4.7,Sandstorms,Jam,0,motorcycle,3.0,No,Metropolitian,52
6460e83dd043ebe8d64c7053,35,28.0,4.6,Stormy,Jam,1,scooter,1.0,No,Metropolitian,22
6460e83dd043ebe8d64c7054,36,37.0,4.9,Fog,Low,1,scooter,1.0,No,Urban,16
6460e83dd043ebe8d64c7055,37,23.0,4.9,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,11
6460e83dd043ebe8d64c7056,38,27.0,4.9,Windy,Medium,1,scooter,1.0,No,Metropolitian,25
6460e83dd043ebe8d64c7057,39,37.0,4.8,Cloudy,Medium,0,motorcycle,1.0,No,Urban,26
6460e83dd043ebe8d64c7058,40,33.0,5.0,Sunny,High,2,scooter,1.0,No,Metropolitian,18
6460e83dd043ebe8d64c7059,41,31.0,4.9,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,16
6460e83dd043ebe8d64c705a,42,31.0,4.8,Stormy,Low,2,scooter,1.0,No,Metropolitian,23
6460e83dd043ebe8d64c705b,43,25.0,5.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,15
6460e83dd043ebe8d64c705c,44,28.0,4.8,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,36
6460e83dd043ebe8d64c705d,45,31.0,4.7,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,16
6460e83dd043ebe8d64c705e,46,24.0,4.7,Sunny,Medium,0,motorcycle,0.0,No,Urban,19
6460e83dd043ebe8d64c705f,47,39.0,4.6,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,27
6460e83dd043ebe8d64c7060,48,39.0,4.2,Fog,Jam,2,scooter,1.0,No,Semi-Urban,49
6460e83dd043ebe8d64c7061,49,32.0,4.5,Windy,Low,2,scooter,0.0,No,,20
6460e83dd043ebe8d64c7062,50,36.0,4.7,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,30
6460e83dd043ebe8d64c7063,51,25.0,4.8,Sandstorms,Low,1,scooter,0.0,No,Urban,18
6460e83dd043ebe8d64c7064,52,33.0,4.9,Sunny,Jam,2,scooter,0.0,No,Metropolitian,22
6460e83dd043ebe8d64c7065,53,30.0,4.4,Cloudy,Low,2,scooter,1.0,No,Metropolitian,34
6460e83dd043ebe8d64c7066,54,33.0,5.0,Sandstorms,Low,0,motorcycle,0.0,No,Urban,24
6460e83dd043ebe8d64c7067,55,36.0,4.9,Fog,Medium,2,scooter,1.0,No,Metropolitian,17
6460e83dd043ebe8d64c7068,56,21.0,4.8,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,14
6460e83dd043ebe8d64c7069,57,39.0,4.9,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,30
6460e83dd043ebe8d64c706a,58,23.0,4.8,Stormy,Low,1,scooter,1.0,No,Metropolitian,15
6460e83dd043ebe8d64c706b,59,35.0,4.8,Fog,Medium,2,scooter,1.0,No,Urban,16
6460e83dd043ebe8d64c706c,60,39.0,4.6,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,36
6460e83dd043ebe8d64c706d,61,22.0,4.7,Sunny,High,1,scooter,1.0,No,Urban,18
6460e83dd043ebe8d64c706e,62,32.0,4.6,Fog,Medium,1,scooter,0.0,No,Metropolitian,17
6460e83dd043ebe8d64c706f,63,24.0,4.8,Sandstorms,Low,1,motorcycle,1.0,No,Urban,15
6460e83dd043ebe8d64c7070,64,29.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,17
6460e83dd043ebe8d64c7071,65,,,,,1,scooter,0.0,No,Metropolitian,19
6460e83dd043ebe8d64c7072,66,26.0,4.7,Fog,Low,1,motorcycle,0.0,No,Metropolitian,10
6460e83dd043ebe8d64c7073,67,20.0,4.5,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,27
6460e83dd043ebe8d64c7074,68,35.0,4.1,Sandstorms,Jam,1,motorcycle,2.0,No,Metropolitian,37
6460e83dd043ebe8d64c7075,69,39.0,4.6,Fog,Jam,1,scooter,2.0,No,Metropolitian,44
6460e83dd043ebe8d64c7076,70,34.0,4.7,Windy,High,2,electric_scooter,1.0,No,Metropolitian,28
6460e83dd043ebe8d64c7077,71,27.0,4.7,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,42
6460e83dd043ebe8d64c7078,72,30.0,4.8,Windy,Low,1,motorcycle,1.0,No,Metropolitian,25
6460e83dd043ebe8d64c7079,73,25.0,4.4,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,39
6460e83dd043ebe8d64c707a,74,25.0,4.7,Stormy,Medium,0,motorcycle,0.0,No,Urban,20
6460e83dd043ebe8d64c707b,75,30.0,5.0,Stormy,High,1,motorcycle,1.0,No,Metropolitian,31
6460e83dd043ebe8d64c707c,76,24.0,4.6,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,13
6460e83dd043ebe8d64c707d,77,39.0,4.8,Stormy,Jam,1,motorcycle,,No,Metropolitian,28
6460e83dd043ebe8d64c707e,78,25.0,4.8,Windy,High,1,scooter,1.0,No,Urban,19
6460e83dd043ebe8d64c707f,79,37.0,4.6,Fog,Low,0,motorcycle,2.0,Yes,Urban,42
6460e83dd043ebe8d64c7080,80,24.0,5.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,23
6460e83dd043ebe8d64c7081,81,25.0,4.2,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,39
6460e83dd043ebe8d64c7082,82,32.0,4.6,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,25
6460e83dd043ebe8d64c7083,83,34.0,4.7,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,15
6460e83dd043ebe8d64c7084,84,38.0,4.9,Cloudy,Low,2,scooter,1.0,No,Urban,15
6460e83dd043ebe8d64c7085,85,36.0,4.8,Sunny,Medium,2,electric_scooter,0.0,No,Metropolitian,15
6460e83dd043ebe8d64c7086,86,25.0,5.0,Stormy,Jam,1,motorcycle,,No,Metropolitian,15
6460e83dd043ebe8d64c7087,87,29.0,5.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,18
6460e83dd043ebe8d64c7088,88,36.0,4.7,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,29
6460e83dd043ebe8d64c7089,89,33.0,4.7,Fog,Low,0,motorcycle,0.0,No,Metropolitian,20
6460e83dd043ebe8d64c708a,90,36.0,4.4,Cloudy,High,2,scooter,1.0,No,Metropolitian,39
6460e83dd043ebe8d64c708b,91,21.0,4.8,Windy,Low,0,motorcycle,0.0,No,Metropolitian,19
6460e83dd043ebe8d64c708c,92,25.0,4.8,Cloudy,Low,1,scooter,1.0,No,Urban,19
6460e83dd043ebe8d64c708d,93,23.0,4.8,Windy,Low,0,motorcycle,0.0,No,Metropolitian,17
6460e83dd043ebe8d64c708e,94,25.0,4.6,Stormy,Low,2,motorcycle,1.0,No,Urban,15
6460e83dd043ebe8d64c708f,95,24.0,4.3,Sandstorms,Low,0,motorcycle,0.0,No,Urban,19
6460e83dd043ebe8d64c7090,96,27.0,4.6,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,29
6460e83dd043ebe8d64c7091,97,23.0,4.8,Cloudy,Low,2,scooter,1.0,No,Urban,22
6460e83dd043ebe8d64c7092,98,21.0,4.3,Fog,Jam,1,scooter,0.0,No,Metropolitian,42
6460e83dd043ebe8d64c7093,99,27.0,4.7,Sandstorms,Low,2,scooter,0.0,No,Urban,12
6460e83dd043ebe8d64c7094,100,32.0,4.2,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,38
6460e83dd043ebe8d64c7095,101,25.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,23
6460e83dd043ebe8d64c7096,102,39.0,4.7,Cloudy,Low,1,scooter,0.0,No,Metropolitian,15
6460e83dd043ebe8d64c7097,103,27.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,24
6460e83dd043ebe8d64c7098,104,39.0,3.8,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,37
6460e83dd043ebe8d64c7099,105,31.0,4.8,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,24
6460e83dd043ebe8d64c709a,106,31.0,4.8,Sunny,Low,2,electric_scooter,0.0,No,Metropolitian,13
6460e83dd043ebe8d64c709b,107,20.0,4.8,Cloudy,Low,0,motorcycle,0.0,No,,16
6460e83dd043ebe8d64c709c,108,36.0,4.9,Cloudy,Medium,0,motorcycle,1.0,No,Urban,42
6460e83dd043ebe8d64c709d,109,20.0,4.9,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,17
6460e83dd043ebe8d64c709e,110,24.0,4.6,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,25
6460e83dd043ebe8d64c709f,111,,,,,3,electric_scooter,0.0,No,Metropolitian,25
6460e83dd043ebe8d64c70a0,112,39.0,4.2,Fog,Medium,1,scooter,0.0,No,Metropolitian,39
6460e83dd043ebe8d64c70a1,113,37.0,4.8,Sunny,High,2,scooter,0.0,No,Metropolitian,18
6460e83dd043ebe8d64c70a2,114,32.0,4.9,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,28
6460e83dd043ebe8d64c70a3,115,22.0,4.5,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,18
6460e83dd043ebe8d64c70a4,116,23.0,4.9,Windy,Low,1,scooter,0.0,No,Metropolitian,18
6460e83dd043ebe8d64c70a5,117,33.0,4.7,Fog,Jam,1,scooter,1.0,No,Metropolitian,49
6460e83dd043ebe8d64c70a6,118,23.0,,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,15
6460e83dd043ebe8d64c70a7,119,27.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,21
6460e83dd043ebe8d64c70a8,120,34.0,4.7,Sunny,High,2,scooter,0.0,No,Metropolitian,23
6460e83dd043ebe8d64c70a9,121,26.0,5.0,Fog,Low,2,scooter,1.0,No,Urban,11
6460e83dd043ebe8d64c70aa,122,31.0,4.6,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,25
6460e83dd043ebe8d64c70ab,123,32.0,4.9,Fog,Low,2,motorcycle,0.0,No,Metropolitian,18
6460e83dd043ebe8d64c70ac,124,27.0,4.7,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,14
6460e83dd043ebe8d64c70ad,125,21.0,4.9,Windy,Medium,0,motorcycle,2.0,No,Metropolitian,36
6460e83dd043ebe8d64c70ae,126,28.0,4.8,Fog,Low,1,motorcycle,,No,Metropolitian,18
6460e83dd043ebe8d64c70af,127,24.0,4.9,Fog,Medium,1,scooter,1.0,No,Urban,17
6460e83dd043ebe8d64c70b0,128,33.0,4.4,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,28
6460e83dd043ebe8d64c70b1,129,20.0,4.6,Fog,Jam,0,motorcycle,0.0,Yes,Metropolitian,44
6460e83dd043ebe8d64c70b2,130,31.0,4.3,Windy,Low,0,motorcycle,1.0,No,Metropolitian,20
6460e83dd043ebe8d64c70b3,131,,,Stormy,Low,2,scooter,0.0,No,,19
6460e83dd043ebe8d64c70b4,132,36.0,5.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,35
6460e83dd043ebe8d64c70b5,133,31.0,4.2,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,50
6460e83dd043ebe8d64c70b6,134,39.0,4.1,Stormy,Jam,1,scooter,1.0,No,Metropolitian,34
6460e83dd043ebe8d64c70b7,135,29.0,4.6,Sunny,Jam,2,electric_scooter,,No,Metropolitian,17
6460e83dd043ebe8d64c70b8,136,29.0,4.6,Sandstorms,High,1,scooter,0.0,No,Urban,23
6460e83dd043ebe8d64c70b9,137,37.0,4.9,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,27
6460e83dd043ebe8d64c70ba,138,33.0,4.7,Cloudy,High,0,motorcycle,0.0,No,Urban,26
6460e83dd043ebe8d64c70bb,139,31.0,3.9,Cloudy,Low,1,scooter,1.0,No,Metropolitian,35
6460e83dd043ebe8d64c70bc,140,37.0,4.6,Windy,High,0,motorcycle,1.0,No,Urban,41
6460e83dd043ebe8d64c70bd,141,26.0,4.4,Sandstorms,Low,0,motorcycle,0.0,No,,23
6460e83dd043ebe8d64c70be,142,24.0,4.6,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,30
6460e83dd043ebe8d64c70bf,143,23.0,4.8,Windy,Low,1,scooter,1.0,No,Metropolitian,19
6460e83dd043ebe8d64c70c0,144,36.0,4.9,Windy,Low,1,scooter,1.0,No,Metropolitian,27
6460e83dd043ebe8d64c70c1,145,39.0,4.8,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,28
6460e83dd043ebe8d64c70c2,146,20.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,24
6460e83dd043ebe8d64c70c3,147,20.0,5.0,Cloudy,Jam,0,motorcycle,1.0,No,Urban,36
6460e83dd043ebe8d64c70c4,148,29.0,4.3,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,28
6460e83dd043ebe8d64c70c5,149,36.0,4.8,Fog,Medium,2,motorcycle,1.0,No,Urban,31
6460e83dd043ebe8d64c70c6,150,36.0,4.0,Sunny,Jam,0,motorcycle,3.0,No,Metropolitian,44
6460e83dd043ebe8d64c70c7,151,22.0,4.8,Windy,Low,1,scooter,1.0,No,Metropolitian,15
6460e83dd043ebe8d64c70c8,152,38.0,4.4,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,33
6460e83dd043ebe8d64c70c9,153,39.0,4.9,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,30
6460e83dd043ebe8d64c70ca,154,24.0,4.9,Stormy,Medium,1,scooter,1.0,No,Metropolitian,22
6460e83dd043ebe8d64c70cb,155,30.0,4.1,Fog,Low,0,motorcycle,0.0,No,Metropolitian,43
6460e83dd043ebe8d64c70cc,156,35.0,4.8,Fog,Medium,0,motorcycle,3.0,No,Metropolitian,48
6460e83dd043ebe8d64c70cd,157,33.0,4.5,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,19
6460e83dd043ebe8d64c70ce,158,39.0,4.7,Windy,Medium,1,motorcycle,1.0,No,Urban,21
6460e83dd043ebe8d64c70cf,159,31.0,4.3,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,44
6460e83dd043ebe8d64c70d0,160,37.0,4.5,Windy,Low,2,scooter,0.0,No,Metropolitian,26
6460e83dd043ebe8d64c70d1,161,37.0,4.7,Windy,Low,1,scooter,1.0,No,Metropolitian,26
6460e83dd043ebe8d64c70d2,162,33.0,5.0,Windy,High,1,motorcycle,1.0,No,Metropolitian,31
6460e83dd043ebe8d64c70d3,163,24.0,4.6,Stormy,Low,2,scooter,1.0,No,Urban,19
6460e83dd043ebe8d64c70d4,164,33.0,4.5,Sunny,Jam,1,scooter,0.0,No,Metropolitian,18
6460e83dd043ebe8d64c70d5,165,39.0,4.7,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,38
6460e83dd043ebe8d64c70d6,166,37.0,4.6,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,32
6460e83dd043ebe8d64c70d7,167,25.0,4.9,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,17
6460e83dd043ebe8d64c70d8,168,28.0,4.8,Fog,Medium,1,scooter,1.0,No,Urban,11
6460e83dd043ebe8d64c70d9,169,38.0,4.7,Windy,High,2,motorcycle,1.0,No,Metropolitian,31
6460e83dd043ebe8d64c70da,170,,,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,43
6460e83dd043ebe8d64c70db,171,31.0,4.6,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,25
6460e83dd043ebe8d64c70dc,172,25.0,4.8,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,22
6460e83dd043ebe8d64c70dd,173,35.0,4.9,Fog,Jam,0,motorcycle,3.0,No,Metropolitian,43
6460e83dd043ebe8d64c70de,174,39.0,4.7,Fog,Jam,0,motorcycle,1.0,Yes,Metropolitian,42
6460e83dd043ebe8d64c70df,175,38.0,3.9,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,42
6460e83dd043ebe8d64c70e0,176,35.0,4.7,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,34
6460e83dd043ebe8d64c70e1,177,29.0,4.7,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,17
6460e83dd043ebe8d64c70e2,178,27.0,4.6,Stormy,Jam,1,scooter,0.0,No,Metropolitian,25
6460e83dd043ebe8d64c70e3,179,38.0,4.3,Sandstorms,Jam,0,motorcycle,1.0,Yes,Semi-Urban,54
6460e83dd043ebe8d64c70e4,180,36.0,4.9,Windy,Low,2,motorcycle,0.0,No,Metropolitian,21
6460e83dd043ebe8d64c70e5,181,26.0,4.0,Cloudy,High,1,motorcycle,,No,Metropolitian,34
6460e83dd043ebe8d64c70e6,182,26.0,4.1,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,36
6460e83dd043ebe8d64c70e7,183,36.0,4.9,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,17
6460e83dd043ebe8d64c70e8,184,21.0,4.7,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,16
6460e83dd043ebe8d64c70e9,185,35.0,4.7,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,27
6460e83dd043ebe8d64c70ea,186,20.0,4.5,Fog,High,2,motorcycle,1.0,No,Metropolitian,26
6460e83dd043ebe8d64c70eb,187,23.0,4.6,Fog,Jam,0,motorcycle,2.0,Yes,Metropolitian,46
6460e83dd043ebe8d64c70ec,188,37.0,5.0,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,29
6460e83dd043ebe8d64c70ed,189,26.0,4.8,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,23
6460e83dd043ebe8d64c70ee,190,29.0,5.0,Sandstorms,Low,1,scooter,,No,Urban,11
6460e83dd043ebe8d64c70ef,191,26.0,4.9,Stormy,Medium,1,motorcycle,0.0,No,Metropolitian,28
6460e83dd043ebe8d64c70f0,192,29.0,4.8,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,25
6460e83dd043ebe8d64c70f1,193,29.0,4.7,Sandstorms,Low,2,motorcycle,0.0,No,Metropolitian,11
6460e83dd043ebe8d64c70f2,194,21.0,4.9,Windy,Medium,1,scooter,1.0,No,Metropolitian,26
6460e83dd043ebe8d64c70f3,195,22.0,4.3,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,23
6460e83dd043ebe8d64c70f4,196,31.0,4.0,Fog,Medium,1,motorcycle,2.0,No,Metropolitian,39
6460e83dd043ebe8d64c70f5,197,20.0,4.5,Fog,Low,1,motorcycle,0.0,No,,11
6460e83dd043ebe8d64c70f6,198,30.0,3.9,Stormy,Jam,2,electric_scooter,,No,Metropolitian,32
6460e83dd043ebe8d64c70f7,199,36.0,4.8,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,43
6460e83dd043ebe8d64c70f8,200,24.0,4.7,Fog,Medium,1,scooter,,No,Metropolitian,13
6460e83dd043ebe8d64c70f9,201,32.0,4.7,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,25
6460e83dd043ebe8d64c70fa,202,25.0,5.0,Windy,Medium,1,motorcycle,0.0,No,Metropolitian,27
6460e83dd043ebe8d64c70fb,203,27.0,4.5,Windy,Medium,2,scooter,1.0,No,Metropolitian,29
6460e83dd043ebe8d64c70fc,204,32.0,4.1,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,33
6460e83dd043ebe8d64c70fd,205,23.0,4.7,Fog,Medium,1,motorcycle,1.0,No,Urban,19
6460e83dd043ebe8d64c70fe,206,39.0,4.4,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,33
6460e83dd043ebe8d64c70ff,207,20.0,4.8,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,28
6460e83dd043ebe8d64c7100,208,20.0,4.8,Windy,Medium,2,electric_scooter,0.0,No,,15
6460e83dd043ebe8d64c7101,209,29.0,4.6,Stormy,Jam,1,scooter,1.0,No,Metropolitian,29
6460e83dd043ebe8d64c7102,210,26.0,4.9,Stormy,Low,2,scooter,1.0,No,Metropolitian,18
6460e83dd043ebe8d64c7103,211,25.0,5.0,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,14
6460e83dd043ebe8d64c7104,212,34.0,4.7,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,30
6460e83dd043ebe8d64c7105,213,31.0,4.9,Sunny,High,0,motorcycle,0.0,No,Metropolitian,28
6460e83dd043ebe8d64c7106,214,24.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,39
6460e83dd043ebe8d64c7107,215,30.0,4.9,Cloudy,Medium,2,motorcycle,0.0,No,Metropolitian,30
6460e83dd043ebe8d64c7108,216,36.0,4.8,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,36
6460e83dd043ebe8d64c7109,217,36.0,4.4,Fog,Low,0,motorcycle,,No,Metropolitian,37
6460e83dd043ebe8d64c710a,218,26.0,4.7,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,43
6460e83dd043ebe8d64c710b,219,30.0,4.6,Sunny,Low,2,scooter,1.0,No,,29
6460e83dd043ebe8d64c710c,220,20.0,4.8,Stormy,Medium,2,scooter,1.0,No,Metropolitian,25
6460e83dd043ebe8d64c710d,221,33.0,4.7,Fog,Medium,2,electric_scooter,1.0,No,Urban,15
6460e83dd043ebe8d64c710e,222,,,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,24
6460e83dd043ebe8d64c710f,223,34.0,4.0,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,39
6460e83dd043ebe8d64c7110,224,36.0,4.6,Windy,Low,0,motorcycle,1.0,No,Metropolitian,20
6460e83dd043ebe8d64c7111,225,33.0,4.6,Fog,Low,1,motorcycle,1.0,No,Metropolitian,15
6460e83dd043ebe8d64c7112,226,22.0,4.8,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,16
6460e83dd043ebe8d64c7113,227,38.0,4.7,Sunny,Low,2,scooter,1.0,No,Metropolitian,19
6460e83dd043ebe8d64c7114,228,27.0,4.9,Fog,Low,2,scooter,0.0,No,Metropolitian,20
6460e83dd043ebe8d64c7115,229,32.0,4.8,Sunny,Jam,2,scooter,1.0,No,Metropolitian,25
6460e83dd043ebe8d64c7116,230,26.0,4.8,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,43
6460e83dd043ebe8d64c7117,231,29.0,4.5,Windy,Low,0,motorcycle,0.0,No,Urban,15
6460e83dd043ebe8d64c7118,232,31.0,4.5,Sunny,Jam,0,motorcycle,0.0,No,Urban,29
6460e83dd043ebe8d64c7119,233,28.0,4.6,Stormy,High,2,motorcycle,0.0,No,Metropolitian,14
6460e83dd043ebe8d64c711a,234,21.0,4.8,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,11
6460e83dd043ebe8d64c711b,235,21.0,4.0,Sandstorms,Low,0,motorcycle,,No,Metropolitian,19
6460e83dd043ebe8d64c711c,236,30.0,4.9,Windy,Low,1,motorcycle,1.0,No,Metropolitian,29
6460e83dd043ebe8d64c711d,237,29.0,4.7,Cloudy,Medium,2,motorcycle,1.0,No,Urban,11
6460e83dd043ebe8d64c711e,238,20.0,4.8,Sunny,High,1,motorcycle,0.0,No,Metropolitian,14
6460e83dd043ebe8d64c711f,239,28.0,5.0,Windy,Low,0,motorcycle,0.0,No,Urban,15
6460e83dd043ebe8d64c7120,240,25.0,4.7,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,16
